label,heart_rate,blood_oxygen,temperature,heart_rate_delta,oxygen_deficit,temperature_delta
0,0.3922001697819464,0.8521429192297489,0.9459818254342149,0.0,0.0,0.44598182543421494
1,0.7123692631386238,-1.5319440786726901,-0.7820164389913922,0.0,2.03194407867269,1.2820164389913922
1,-0.059880554045429336,0.598528437324805,0.5533450352296256,0.059880554045429336,0.0,0.05334503522962564
1,0.868675111137208,-1.9382465171125929,1.659729556485983,0.0,2.438246517112593,1.159729556485983
1,1.0463466297148882,-1.3629826679651713,-0.7045250983786975,0.04634662971488816,1.8629826679651713,1.2045250983786975
1,0.11914929979061972,-1.087273271121387,0.3242692948967125,0.0,1.587273271121387,0.17573070510328748
1,0.47420716948873676,-1.1263125794058737,0.5855586841671379,0.0,1.6263125794058737,0.08555868416713786
1,0.05641980093148829,-1.1235660543943453,-0.15091447011892534,0.0,1.6235660543943453,0.6509144701189253
1,0.508671406024337,0.35552788417904113,-0.6509786535249216,0.0,0.1444721158209589,1.1509786535249216
1,0.5917634834480167,-0.22275629341387174,-1.1106487618400065,0.0,0.7227562934138717,1.6106487618400065
1,0.725064074144912,-1.4884276289381249,-1.054845221044161,0.0,1.9884276289381249,1.554845221044161
1,1.2126936246476192,0.8968960992236787,1.1751920443493837,0.21269362464761912,0.0,0.6751920443493837
1,0.29230538453338684,-1.7069836579808482,0.8026990795364704,0.0,2.206983657980848,0.30269907953647035
1,0.48593213391371615,-1.633885295465663,0.2355307303338101,0.0,2.133885295465663,0.2644692696661899
1,-0.09373068412111658,0.727961206236347,-0.47366005519995014,0.09373068412111658,0.0,0.9736600551999501
1,0.8036032633628314,-1.0648667717317664,0.3102040635334333,0.0,1.5648667717317664,0.18979593646656667
1,0.638157541918971,-1.4454366334234194,1.6587538832936755,0.0,1.9454366334234194,1.1587538832936755
1,0.9644754619444494,0.8184968246925678,1.4344820512829468,0.0,0.0,0.9344820512829468
1,0.711285684015836,0.7656227050693503,-0.9845224938442412,0.0,0.0,1.4845224938442412
1,0.13711837488449316,-1.8643181332683851,-0.2740090077102071,0.0,2.364318133268385,0.7740090077102071
1,0.41239612812783144,-1.1859529046783124,1.2362125274557876,0.0,1.6859529046783124,0.7362125274557876
1,0.36679046670512766,-1.1571964709378577,0.37808824947474484,0.0,1.6571964709378577,0.12191175052525516
1,0.05846317853537519,0.4065909422621189,-1.0263480689606874,0.0,0.09340905773788108,1.5263480689606874
1,1.266981338000739,0.3167343078899719,-0.6538529553974826,0.26698133800073914,0.18326569211002805,1.1538529553974826
1,-0.13496840410913943,0.4463842853645019,0.8705720315428511,0.13496840410913943,0.05361571463549808,0.3705720315428511
1,0.8985816686299819,0.313811040057837,-1.0278660447977286,0.0,0.18618895994216303,1.5278660447977286
1,0.36923675506324644,-1.6523928214246113,1.3393102776267796,0.0,2.1523928214246113,0.8393102776267796
1,0.7475687526107971,-1.0073059254420529,-1.0593249491419288,0.0,1.5073059254420529,1.5593249491419288
1,0.3014033167366603,-1.0244500339197586,0.9388185350141924,0.0,1.5244500339197586,0.43881853501419243
0,0.7679392447931617,0.6616382277289802,0.16664477548584777,0.0,0.0,0.3333552245141522
1,0.027991779911859586,0.13973436166898523,1.0323551458506923,0.0,0.36026563833101477,0.5323551458506923
